id_filme,nome_filme,ano_lanc_filme,ano_fim_filme,descricao_filme
465,Hotel Transylvania 2,2015,2018,Quando o velho e antiquado vampiro Vlad chega ao hotel para uma reuniao de familia improvisada; o Hotel Transilvania esta pronto para uma colisao entre a velha escola sobrenatural e a modernidade moderna.
466,Fantasia 2000,1999,2002,Misturando musica animada e animacao brilhante; esta sequela para o original 'Fantasia' restaura 'The Sorcerer's Apprentice' e adiciona sete novos curtas.
467,The Time Machine,2002,2005,Na esperanca de alterar os eventos do passado; um inventor do seculo 19 viaja 800.000 anos para o futuro; onde ele encontra a humanidade dividida em duas racas em guerra.
468,Mighty Joe Young,1998,2001,Como uma crianca que vive na Africa; Jill Young viu sua mae ser morta enquanto protegia gorilas selvagens de cacadores liderados por Andrei Strasser. Agora um adulto; Jill cuida de um gorila orfao chamado Joe - que; devido a uma anomalia genetica; tem 15 pes de altura. Quando Gregg O'Hara chega da California e ve o animal; ele convence Jill de que Joe estaria mais seguro em seu refugio de vida selvagem. Mas Strasser segue-os para os EUA; com a intencao de capturar Joe para si mesmo.
469,Swordfish,2001,2004,O agente desonesto Gabriel Shear esta determinado a colocar suas luvas em US $ 9 bilhoes escondidos em uma conta secreta da Agencia Antidrogas. Ele quer o dinheiro para combater o terrorismo; mas nao possui as habilidades computacionais necessarias para invadir o mainframe do governo. Digite Stanley Jobson; um especialista em criptografia que pode fazer login em qualquer coisa.
470,The Legend of Zorro,2005,2008,Tendo passado os ultimos 10 anos lutando contra a injustica e a crueldade; Alejandro de la Vega esta agora enfrentando seu maior desafio: sua amorosa esposa Elena o expulsou de casa! Elena pediu o divorcio e encontrou conforto nos bracos do conde Armand; um aristocrata frances arrojado. Mas Alejandro sabe de algo que ela nao sabe: Armand e o cerebro maligno por tras de uma conspiracao terrorista para destruir os Estados Unidos. E assim; com seu casamento e o futuro do condado em jogo; cabe a Zorro salvar dois sindicatos antes que seja tarde demais.
471,What Dreams May Come,1998,2001,Chris Neilson morre para se encontrar em um paraiso mais incrivel do que ele jamais poderia ter sonhado. Ha uma coisa que falta: a esposa dele. Depois que ele morre; sua esposa; Annie se matou e foi para o inferno. Chris decide arriscar a eternidade com a pequena chance de que ele possa traze-la de volta ao ceu.
472,Little Nicky,2000,2003,Depois que o senhor das trevas decide que ele nao cedera seu lance a qualquer um de seus tres filhos; os dois mais poderosos deles escapam para a Terra para criar um reino para si mesmos. Essa acao fecha o portal; filtrando as almas pecaminosas para o Inferno e fazendo com que Satanas definhasse. Ele deve enviar seu filho mais fraco; mas amado; Little Nicky; para a Terra para retornar seus irmaos para o inferno.
473,The Brothers Grimm,2005,2008,Os colecionadores e vigaristas de folclore; Jake e Will Grimm; viajam de uma aldeia para outra; fingindo proteger os habitantes das criaturas encantadas e realizando exorcismos. No entanto; eles sao colocados a prova quando encontram uma verdadeira maldicao magica em uma floresta assombrada com seres magicos reais; exigindo coragem genuina.
474,Mars Attacks!,1996,1999,Nos viemos em paz nao e o que aqueles homens verdes de Marte querem dizer quando invadem nosso planeta; armados com armas irresistiveis e um senso de humor cruel. Este elenco repleto de estrelas deve ser vitima da diversao e dos jogos do alienigena nesta homenagem comedia aos filmes de ficcao cientifica dos anos 50 e 60.
475,A?volution,2015,2018,Nicolas; de 11 anos; mora com a mae em um bairro residencial a beira-mar. O unico lugar que ja viu alguma atividade e o hospital. E la que todos os garotos da aldeia sao forcados a passar por testes medicos estranhos que tentam atrapalhar as fases da evolucao.
476,The Edge,1997,2000,O aviao que carrega o rico Charles Morse cai no deserto do Alasca. Juntamente com os outros dois passageiros; o fotografo Robert e o assistente Stephen; Charles planeja um plano para ajuda-los a alcancar a civilizacao. No entanto; seu maior obstaculo pode nao ser os elementos; ou mesmo o urso Kodiak perseguindo-os - poderia ser Robert; a quem Charles suspeita estar tendo um caso com sua esposa e nao se importaria de ve-lo morto.
477,Surrogates,2009,2012,Situado em um mundo futurista onde os seres humanos vivem isolados e interagem atraves de robos substitutos; um policial e forcado a deixar sua casa pela primeira vez em anos; a fim de investigar os assassinatos de substitutos de outras pessoas.
478,Thirteen Days,2000,2003,Dramatizacao da crise dos misseis cubanos; o impasse nuclear com a URSS desencadeado pela descoberta pelos americanos de bases de misseis estabelecidas na ilha aliada sovietica de Cuba. Mostrado a partir da perspectiva do presidente dos EUA; John F. Kennedy; sua equipe e assessores.
479,Daylight,1996,1999,Um grupo de ladroes armados que fogem da cabeceira da policia para o tunel de Nova Jersey e correm direto para caminhoes que transportam lixo toxico. A explosao espetacular que se segue resulta em ambas as extremidades do tunel em colapso e o punhado de pessoas que sobreviveram a explosao estao agora em perigo. Kit Latura e o unico homem com habilidade e conhecimento para liderar o bando de sobreviventes para fora do tunel antes que a estrutura entre em colapso.
480,Walking With Dinosaurs,2013,2016,Walking with Dinosaurs 3D e um filme retratando personagens de dinossauros em 3D realistas; ambientados em paisagens realistas que transportam o publico ao mundo pre-historico; como era ha 70 milhoes de anos. O filme e baseado na minisserie de documentario de 1999; Walking with Dinosaurs; produzida pela BBC. Walking with Dinosaurs 3D esta sendo produzido pela Evergreen Studios; empresa que produziu Happy Feet; e foi lancado em 11 de outubro de 2013.
481,Battlefield Earth,2000,2003,No ano 3000; o homem nao e pareo para os Psychlos; uma raca gananciosa e manipuladora de alienigenas em busca do lucro final. Liderados pelo poderoso Terl; os Psychlos estao removendo a Terra de seus recursos naturais; usando os restos quebrados da humanidade como escravos. O que resta da raca humana desceu a um estado quase primitivo. Depois de ser capturado; cabe a Tyler salvar a humanidade.
482,Looney Tunes: Back in Action,2003,2006,Bugs Bunny e Daffy Duck estao de volta aos seus caminhos de luta. Cansado de jogar segundo violino para Bugs; Daffy decidiu deixar o estudio para o bem. Ele e auxiliado pela Warner Bros. A vice-presidente de humor da Comedy; Kate Houghton; que o libera de seu contrato e instrui o seguranca WB / aspirante a duble DJ Drake a capturar e escoltar Daffy do estudio.
483,Nine,2009,2012,O diretor de cinema arrogante e egocentrico; Guido Contini; encontra-se lutando para encontrar significado; proposito e um roteiro para o seu mais recente filme. Faltando apenas uma semana para o inicio das filmagens; ele procura desesperadamente por respostas e inspiracao de sua esposa; sua amante; sua musa e sua mae.
484,Timeline,2003,2006,Um grupo de estudantes arqueologicos fica preso no passado quando eles vao la para recuperar seu professor. O grupo deve sobreviver na Franca do seculo 14 o suficiente para ser resgatado.
485,The Postman,1997,2000,Em 2013; nao ha rodovias; nao-maneiras; nao ha sonhos de um amanha melhor; apenas sobreviventes espalhados pelo que antes eram os Estados Unidos. Nesse deserto apocaliptico vem um enigmatico andarilho com uma mula; um jeito de Shakespeare e algo ainda nao descoberto: o poder de inspirar esperanca.
486,Babe: Pig in the City,1998,2001,Babe; recem-saido de sua vitoria no concurso de ovelhas; retorna a fazenda de Farmer Hoggett; mas depois que Farmer Hoggett e ferido e incapaz de trabalhar; Babe tem que ir para a cidade grande para salvar a fazenda.
487,The Last Witch Hunter,2015,2018,O mundo moderno guarda muitos segredos; mas de longe o mais surpreendente e que as bruxas ainda vivem entre nos; Criaturas sobrenaturais viciosas que querem desencadear a Peste Negra sobre o mundo e por fim a raca humana de uma vez por todas. Exercitos de cacadores de bruxas lutaram contra esse inimigo natural durante seculos; incluindo Kaulder; um valente guerreiro que muitos anos atras matou a toda poderosa Rainha das Bruxas; dizimando seus seguidores no processo. Nos momentos que antecederam sua morte; a rainha amaldicoou Kaulder com a imortalidade; separando-o para sempre de sua amada esposa e filha. Hoje; Kaulder e o ultimo cacador vivo que passou sua vida imortal rastreando bruxas desonestas; o tempo todo ansiando por sua familia ha muito perdida.
488,Red Planet,2000,2003,Os astronautas buscam solucoes para salvar uma Terra agonizante; pesquisando em Marte; apenas para ter uma missao terrivelmente errada.
489,Arthur et les Minimoys,2006,2009,Arthur e um espirituoso filho de dez anos cujos pais estao fora a procura de trabalho; cujo avo excentrico esta desaparecido ha varios anos; e que vive com a avo em uma casa de campo que; em dois dias; sera retomada; demolida e transformou-se em um bloco de apartamentos; a menos que o avo de Arthur retorne para assinar alguns papeis e pagar a divida da familia. Arthur descobre que a chave para o sucesso esta em sua propria descida a terra dos Minimoys; criaturas nao maiores do que um dente; a quem seu avo ajudou a se mudar para seu jardim. Em algum lugar entre eles esta escondida uma pilha de rubis tambem. Arthur pode ser de coracao robusto e salvar o dia? Romance acena tambem; e um vilao se esconde.
490,Oceans,2009,2012,Um drama / documentario ecologico; filmado em todo o mundo. Parte thriller; parte meditacao sobre as maravilhas do desaparecimento do mundo sub-aquatico.
491,A Sound of Thunder,2005,2008,Quando um cacador enviado de volta a era pre-historica sai do caminho que ele nao deve deixar; ele causa uma reacao em cadeia que altera a historia de maneira desastrosa.
492,Pompeii,2014,2017,Situado em 79 dC; Pompeii conta a historia epica de Milo; um escravo transformado em gladiador invencivel que se encontra em uma corrida contra o tempo para salvar seu verdadeiro amor Cassia; a bela filha de um rico comerciante que foi contrariado noiva a um corrupto senador romano . Enquanto o Monte Vesuvio entra em erupcao em uma torrente de lava ardente; Milo deve lutar para sair da arena a fim de salvar sua amada enquanto a outrora magnifica Pompeia desmorona ao seu redor.
493,Don Gato: El inicio de la pandilla,2015,2018,Cat Top chegou para encantar seu caminho em seus coracoes! Voce ja se perguntou como esse felino planejador comecou? Bem Top Cat Begins revela as origens de tudo que voce conhece e ama sobre este classico heroi de comedia. O que se segue e uma aventura tao louca que tem que ser vista para ser acreditada!
494,A Beautiful Mind,2001,2004,Na Universidade de Princeton; John Nash se esforca para fazer uma contribuicao valiosa para servir como seu legado para o mundo da matematica. Ele finalmente faz um avanco revolucionario que eventualmente lhe rendera o Premio Nobel. Apos a pos-graduacao; ele se transforma em professor; envolvendo-se romanticamente com sua aluna Alicia. Enquanto isso; o governo pede sua ajuda para quebrar os codigos sovieticos; o que logo o envolve em uma conspiracao aterrorizante. Nash fica cada vez mais paranoico ate uma descoberta que vira o mundo inteiro de cabeca para baixo. Agora e apenas com a ajuda de Alicia que ele podera recuperar sua forca mental e recuperar seu status como o grande matematico que conhecemos hoje.
495,The Lion King,1994,1997,Um filhote de leao chamado Simba nao pode esperar para ser rei. Mas seu tio anseia pelo titulo por si mesmo e vai parar em nada para obte-lo.
496,Journey 2: The Mysterious Island,2012,2015,Sean Anderson faz parceria com o namorado de sua mae em uma missao para encontrar seu avo; que se acredita estar desaparecido em uma ilha mitica.
497,Cloudy with a Chance of Meatballs 2,2013,2016,Apos a tempestade de comida desastrosa no primeiro filme; Flint e seus amigos sao forcados a deixar a cidade. Flint aceita o convite de seu idolo Chester V para se juntar a The Live Corp Company; que foi encarregada de limpar a ilha; e onde os melhores inventores do mundo criam tecnologias para a melhoria da humanidade. Quando Flint descobre que sua maquina ainda opera e agora cria bestas de comida mutantes como picles vivos; tacodilos famintos; camaroes e torta de maca; ele e seus amigos devem retornar para salvar o mundo.
498,Red Dragon,2002,2005,O ex-agente do FBI Will Graham; que ja foi quase morto pelo selvagem 'The Cannibal' Lecter de Hannibal; agora nao tem escolha a nao ser enfrenta-lo novamente; pois parece que Lecter e o unico que pode ajudar Graham a encontrar um novo serial killer.
